version,experiment,model,task_order,noise_condition,noise_label,informed,balance_r10,mean_sent,mean_returned,path
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_bootstrap_cooperation,gpt5nano_forced_reasoning,False,60.0,3.5,10.5,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/gpt5nano_forced_reasoning_079_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_bootstrap_cooperation,gpt5nano_forced_reasoning,False,54.5,2.95,8.85,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/gpt5nano_forced_reasoning_071_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_forced_reasoning,True,73.85999999999999,4.886,12.947999999999999,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_forced_reasoning_052_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_forced_reasoning,True,71.53999999999999,4.654,11.239,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_forced_reasoning_050_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_forced_reasoning,True,71.69,4.669,11.486,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_forced_reasoning_058_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_forced_reasoning,True,72.85000000000001,4.785,11.802000000000001,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_forced_reasoning_054_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_forced_reasoning,True,72.25999999999999,4.726000000000001,12.043000000000001,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_forced_reasoning_053_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_forced_reasoning,True,74.83,4.983,11.899000000000001,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_forced_reasoning_059_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_forced_reasoning,True,74.77,4.976999999999999,13.038,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_forced_reasoning_051_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_forced_reasoning,True,71.59,4.659000000000001,12.360999999999999,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_forced_reasoning_057_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_forced_reasoning,True,74.77000000000001,4.976999999999999,13.169999999999998,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_forced_reasoning_055_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_forced_reasoning,False,71.15,4.615,11.689,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_forced_reasoning_044_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_forced_reasoning,False,71.28,4.628,7.997,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_forced_reasoning_046_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_forced_reasoning,False,70.99000000000001,4.599,11.808,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_forced_reasoning_048_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_forced_reasoning,False,71.1,4.61,11.324,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_forced_reasoning_040_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_forced_reasoning,False,73.01,4.801,12.754,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_forced_reasoning_042_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_forced_reasoning,False,66.48,4.148000000000001,10.694999999999999,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_forced_reasoning_047_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_forced_reasoning,False,73.75999999999999,4.8759999999999994,13.030000000000001,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_forced_reasoning_041_neutral_anything.json
v4_direct_provider_A3_forced_reasoning,gpt5nano_forced_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_forced_reasoning,False,74.91,4.9910000000000005,12.825,noise_experiments/v4_direct_provider_A3_forced_reasoning/gpt5nano_forced_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_forced_reasoning_043_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,48.7,2.37,0.487,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_102_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,41.16,1.616,1.14,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_093_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,39.81,1.4809999999999999,0.0,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_099_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,35.620000000000005,1.062,0.36,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_100_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,35.64,1.064,1.047,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_091_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,39.239999999999995,1.424,0.7529999999999999,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_097_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,32.93,0.7929999999999999,0.7789999999999999,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_095_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,36.48,1.1480000000000001,0.32,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_104_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,52.72,2.772,0.33899999999999997,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_092_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,40.39,1.5390000000000001,2.739,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_103_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,32.93,0.793,0.9269999999999999,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_090_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,44.81999999999999,1.982,0.77,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_098_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,46.480000000000004,2.148,1.52,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_101_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,39.769999999999996,1.4769999999999999,0.209,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_096_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_negative_5,gpt5nano_partner_myth_injection,False,35.19000000000001,1.019,0.6519999999999999,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_negative_5/gpt5nano_partner_myth_injection_094_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,68.0,4.3,12.9,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_114_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,68.0,4.3,12.9,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_108_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,68.0,4.3,12.9,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_118_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,64.0,3.9,11.7,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_110_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,63.0,3.8,11.4,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_106_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,71.0,4.6,13.8,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_112_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,74.0,4.9,14.7,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_115_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,72.0,4.7,14.1,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_109_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,69.0,4.4,13.2,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_117_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,68.0,4.3,12.9,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_107_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,70.0,4.5,13.5,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_111_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,72.0,4.7,14.1,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_119_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_injection,False,62.0,3.7,11.1,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_injection_105_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,74.97,4.997,8.35,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_079_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,75.0,5.0,10.575999999999999,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_085_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,75.0,5.0,8.756,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_087_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,74.41,4.941,10.145,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_075_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,70.59,4.558999999999999,8.096,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_081_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,75.0,5.0,8.875,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_089_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,74.08,4.9079999999999995,11.679,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_083_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,73.15,4.8149999999999995,8.532,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_077_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,72.88,4.787999999999999,9.860000000000001,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_084_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,75.0,5.0,9.805000000000001,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_078_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,74.57,4.957,9.59,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_086_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,75.0,5.0,9.589,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_088_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,74.8,4.9799999999999995,8.838999999999999,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_080_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,75.0,5.0,11.207,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_082_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5_informed,gpt5nano_partner_myth_injection,True,75.0,5.0,9.264999999999999,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5_informed/gpt5nano_partner_myth_injection_076_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,74.81,4.981,11.801,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_067_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,75.0,5.0,10.182,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_071_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,75.0,5.0,9.330000000000002,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_065_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,75.0,5.0,9.07,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_073_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,75.0,5.0,9.99,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_063_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,73.42,4.8420000000000005,10.035,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_061_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,73.64,4.864,9.532,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_069_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,75.0,5.0,9.104,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_070_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,74.17,4.917,10.474,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_066_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,73.6,4.86,8.706,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_072_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,75.0,5.0,9.782,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_064_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,73.33,4.833,9.526,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_074_neutral_anything.json
v4_direct_provider_A1_partner_myth,gpt5nano_partner_myth_injection,gpt-5-nano,myth_game,noisy_positive_5,gpt5nano_partner_myth_injection,False,73.34,4.8340000000000005,8.512,noise_experiments/v4_direct_provider_A1_partner_myth/gpt5nano_partner_myth_injection/gpt-5-nano/myth_game/noisy_positive_5/gpt5nano_partner_myth_injection_062_neutral_anything.json
